time_s,collector_c,tank_c,pump_on,irradiance_w_m2,solar_absorbed_w,collector_loss_w,tank_loss_w,transfer_w,incident_energy_j,absorbed_energy_j,collector_loss_energy_j,tank_loss_energy_j,transfer_energy_j,pump_electric_energy_j,stored_energy_change_j,tank_energy_change_j,balance_residual_j
34500.0,36.88301733320331,31.37283368230354,1,329.97478574564815,989.9243572369444,337.66034666406625,22.74566736460708,690.9770298228315,16660294.151827298,12495220.613870477,2625149.812057058,109136.58340960754,9616825.541815367,862500.0000000001,9760934.218403809,9507688.95840576,-3.725290298461914e-09
34560.0,36.726809314682455,31.419875427397024,1,320.2203186235582,960.6609558706747,334.5361862936491,22.839750854794048,665.4895094655931,16738317.506840218,12553738.130130166,2645315.968788868,110504.16431714753,9657520.021621058,864000.0000000001,9797917.997024149,9547015.857303912,-1.862645149230957e-09
34620.0,36.56831478012563,31.46507880008994,1,310.48571047729905,931.4571314318971,331.36629560251265,22.930157600179882,639.9457918964756,16814001.490572773,12610501.117929583,2665293.23938302,111877.2799694875,9696683.156844676,865500.0000000001,9833330.598577075,9584805.87687519,-1.862645149230957e-09
34680.0,36.40819518542346,31.5084429929148,1,300.80559109480765,902.416773284423,328.1639037084692,23.016885985829603,614.4289249405856,16887355.004480455,12665516.253360346,2685079.2738483357,113255.7096538823,9734314.051730651,867000.0000000001,9867181.269858127,9621058.342076775,0.0
34740.0,36.24714110740415,31.54997326438973,1,291.21552255170974,873.6465676551293,324.94282214808294,23.099946528779462,589.0248475140077,16958395.376329873,12718796.53224741,2704672.5336839478,114639.23292258316,9770416.881952392,868500.0000000001,9899484.765640877,9655777.649029816,0.0
34800.0,36.08586939213448,31.589681132121946,1,281.75182893188605,845.2554867956582,321.7173878426895,23.179362264243892,563.8220078055713,17027148.563747704,12770361.422810784,2724072.3251422024,116027.63033261657,9805001.056786556,870000.0000000001,9930261.467335964,9688973.426453946,0.0
34860.0,35.925120022657744,31.6275845373352,1,272.45141491965353,817.3542447589606,318.5024004531549,23.2551690746704,538.9109498594471,17093649.315545063,12820236.986658802,2743278.8288996625,117420.68420704348,9838081.357419264,871500.0000000001,9959537.473552093,9720660.673212226,-3.725290298461914e-09
34920.0,35.76565272307251,31.663707978641188,1,263.35157443984815,790.0547233195445,315.3130544614503,23.327415957282376,514.3838709516881,17157941.2882848,12868455.966213606,2762293.1258093435,118818.1794141376,9869678.049558163,873000.0000000001,9987344.66099012,9750859.870144034,-3.725290298461914e-09
34980.0,35.60824331899706,31.698082613060343,1,254.4897906579833,763.4693719739498,312.16486637994126,23.396165226120686,490.33415252446446,17220077.115858123,12915057.8368936,2781117.2184295226,120219.90416066993,9899816.968679108,874500.0000000001,10013720.714303402,9779597.064518446,-5.587935447692871e-09
35040.0,35.45367987748467,31.73074632250887,1,245.90352877801504,737.7105863340452,309.0735975496933,23.461492645017742,466.8558677939648,17280118.430167016,12960088.82262527,2799754.0480503193,121625.65079526059,9928529.576412668,876000.0000000001,10038709.123779686,9806903.925617415,-3.725290298461914e-09
35100.0,35.30275865230349,31.76174374420466,1,237.63002318789677,712.8900695636903,306.05517304606974,23.523487488409323,444.04326947559287,17338135.83136783,13003601.87352588,2818207.506968669,123035.21661755846,9955852.986772647,877500.0000000001,10062359.149939649,9832817.770155096,-3.725290298461914e-09
35160.0,35.156279863141066,31.791126263702953,1,229.70606060149544,689.1181818044863,303.1255972628213,23.582252527405906,421.9902613695393,17394208.8065155,13045656.604886632,2836482.4457950047,124448.40468883872,9981829.961144498,879000.0000000001,10084725.754402785,9857381.556455668,-3.725290298461914e-09
35220.0,35.01504333968687,31.81895196955125,1,222.16776092769035,666.5032827830711,300.3008667937374,23.6379039391025,400.7898578150066,17448425.595853757,13086319.196890326,2854584.6756107034,125865.02463947065,10006508.871184308,880500.0000000001,10105869.496640148,9880643.846544845,-3.725290298461914e-09
35280.0,34.8798440636608,31.84528556884913,1,215.0503576623153,645.1510729869459,297.59688127321596,23.690571137698257,380.53363524938334,17500883.00642024,13125662.25481519,2872520.964833799,127284.89346860377,10029943.629026467,882000.0000000001,10125856.396512782,9902658.735557871,-5.587935447692871e-09
35340.0,34.75146764364643,31.87019826330966,1,208.3879796446585,625.1639389339755,295.0293528729286,23.74039652661932,361.31118029423067,17551686.17307222,13163764.629804173,2890299.030691244,128707.83633135383,10052193.58445822,883500.0000000001,10144757.762781572,9923485.748126876,-3.725290298461914e-09
35400.0,34.630685759034364,31.893767585741898,1,202.2134360464903,606.6403081394709,292.6137151806873,23.787535171483796,343.2095389308752,17600948.267484304,13200711.20061324,2907927.525238753,130133.68730874044,10073323.388988959,885000.0000000001,10162649.988065742,9943189.701680226,-5.587935447692871e-09
35460.0,34.518251610448424,31.916077197204935,1,196.55800646738453,589.6740194021536,290.3650322089685,23.83215439440987,326.3126714207335,17648790.156118885,13236592.617089171,2925416.0159134786,131562.29015563888,10093402.827018956,886500.0000000001,10179614.311020052,9961840.536863325,-1.862645149230957e-09
35520.0,34.4148954147017,31.93721664541991,1,191.45123799477204,574.3537139843161,288.29790829403396,23.874433290839818,310.70091766793615,17695340.0086183,13271505.006463733,2942774.9606501022,132993.49902205827,10112506.614593094,888000.0000000001,10195736.54679157,9979513.115571044,-1.862645149230957e-09
35580.0,34.321319982586765,31.957281085363356,1,186.92075105070992,560.7622531521298,286.4263996517353,23.91456217072671,296.4504777118155,17740732.858509928,13305549.643882453,2960015.677636737,134427.17914314897,10130714.166506905,889500.0000000001,10211106.787102567,9996286.987363765,0.0
35640.0,34.23819641764086,31.97637096329961,1,182.99205578965825,548.9761673689748,284.7639283528172,23.952741926599217,283.6329119743926,17785110.11854603,13338832.58890953,2977150.3098329706,135863.2074934736,10148109.332811937,891000.0000000001,10225819.071583087,10012246.125318473,1.862645149230957e-09
35700.0,34.166159973430794,31.994591665837877,1,179.68838073321106,539.0651421996332,283.3231994686159,23.989183331675754,272.3146657721518,17828619.053414658,13371464.290061,2994191.784417832,137301.47340124575,10164780.1060417,892500.0000000001,10239971.032241927,10027478.632640466,5.587935447692871e-09
35760.0,34.10580610587942,32.012053135917306,1,177.0305152292436,531.0915456877308,282.11612211758836,24.02410627183461,262.55662243324866,17871412.212951243,13403559.159713438,3011153.7673799307,138741.87911845077,10180818.300745307,894000.0000000001,10253663.51321506,10042076.421626868,1.862645149230957e-09
35820.0,34.05768675570899,32.028869457927,1,175.0366672054484,525.1100016163452,281.1537351141799,24.057738915854003,254.41368914186168,17913646.82934754,13435235.122010661,3028050.6135050454,140184.34034300904,10196319.20716997,895500.0000000001,10267000.168162609,10056134.866826974,1.862645149230957e-09
35880.0,34.02230689422148,32.04515841445409,1,173.72233755186966,521.1670126556089,280.4461378844296,24.090316828908186,247.93441936283023,17955484.182191707,13466613.136643788,3044897.3120574183,141628.78668942547,10211381.221173037,897000.0000000001,10280087.037896944,10069752.434483621,0.0
35940.0,34.000121363389084,32.061041017418134,1,173.100212315446,519.3006369463379,280.0024272677817,24.122082034836268,243.16067538475716,17997088.93547558,13497816.701606693,3061709.428489609,143075.16210468285,10226105.452666236,898500.0000000001,10293032.111012397,10083030.29056156,-3.725290298461914e-09
36000.0,33.99153203861477,32.07664101659097,1,173.18007372341395,519.5402211702419,279.8306407722954,24.153282033181938,240.12733416178477,18038628.450969476,13528971.338227116,3078503.0425513596,144523.4252264833,10240595.315096525,900000.0000000001,10305944.870449271,10096071.88987005,-1.862645149230957e-09
36060.0,33.99688533957209,32.09208438871498,1,173.9687308737669,521.9061926213008,279.93770679144177,24.18416877742996,238.86203923748138,18080272.082587805,13560204.061940862,3095294.683200236,145973.54968131494,10254956.098647036,901500.0000000001,10318935.829059305,10108982.548965724,-5.587935447692871e-09
36120.0,34.01647011128022,32.1074988106168,1,175.4699707419387,526.4099122258161,280.32940222560444,24.214997621233593,239.38500110319336,18122190.456547253,13591642.842410449,3112101.2607453777,147425.52432021793,10269294.529995857,903000.0000000001,10332116.057344845,10121869.005675642,-7.450580596923828e-09
36180.0,34.050515894053284,32.123013119865206,1,177.68452995585093,533.0535898675528,281.0103178810657,24.246026239730412,241.70884788318492,18164554.74225177,13623416.056688838,3128939.996680178,148879.3533905402,10283718.321597848,904500.0000000001,10345596.706618112,10134838.968207313,-7.450580596923828e-09
36240.0,34.09919159722537,32.13875676664045,1,180.6100875888639,541.8302627665917,281.9838319445074,24.277513533280896,245.8385277553493,18207535.918922767,13655651.939192085,3145828.3516798737,150335.0566424082,10298335.71355382,906000.0000000001,10359488.530869795,10148000.656911414,-7.450580596923828e-09
36300.0,34.162604587640665,32.154859260564486,1,184.2412790145685,552.7238370437055,283.25209175281327,24.30971852112897,251.77126401535287,18251304.04302822,13688478.032271177,3162783.9522555633,151792.6693690812,10313255.011200992,907500.0000000001,10373901.410646519,10161462.34183191,-1.30385160446167e-08
36360.0,34.24080019985994,32.171449616288264,1,188.56973066130263,565.7091919839079,284.8160039971988,24.342899232576528,259.4965631798882,18296027.52155021,13722020.641162666,3179824.516566953,153252.24238081338,10328584.121597804,909000.0000000001,10388943.882214889,10175331.87921699,-1.1175870895385742e-08
36420.0,34.333761670921525,32.188655801641175,1,193.58411530041474,580.7523459012442,286.6752334184305,24.37731160328235,268.99627600775585,18341872.396066878,13756404.297050169,3196967.7799020107,154713.8419123012,10344430.092084326,910500.0000000001,10404722.675235845,10189716.250172023,-1.1175870895385742e-08
36480.0,34.44141049835792,32.20660419212034,1,199.27022730310992,597.8106819093298,288.8282099671584,24.413208384240676,280.2447108021925,18389001.64251312,13791751.231884852,3214231.420332613,156177.54946425246,10360898.65407686,912000.0000000001,10421342.262087971,10204721.104612602,-1.6763806343078613e-08
36540.0,34.56360721606012,32.225419035432644,1,205.61107710878917,616.8332313263675,291.2721443212024,24.450838070865288,293.2087978506855,18437574.491325244,13828180.868493943,3231632.985051276,157643.4615800598,10378093.775201755,913500.0000000001,10438904.421862593,10220450.31362169,-1.30385160446167e-08
36600.0,34.700152578552455,32.24522192970218,1,212.58700396537233,637.761011896117,294.0030515710491,24.490443859404365,307.8483033658241,18487745.772471238,13865809.329353437,3249189.8178851046,159111.68955900436,10396117.222790036,915000.0000000001,10457507.821909312,10237005.533231026,-1.4901161193847656e-08
36660.0,34.850789140340495,32.26613131882068,1,220.17580583155683,660.5274174946705,297.0157828068099,24.532262637641367,324.11609081858444,18539665.289621975,13904748.967216492,3266918.988469439,160582.35910783816,10415068.141641933,916500.0000000001,10477247.619639197,10254485.78253409,-1.6763806343078613e-08
36720.0,35.01520321327101,32.28826200825047,1,228.35288517417877,685.0586555225364,300.30406426542015,24.57652401650094,341.9584271095754,18593477.22743317,13945107.920574889,3284837.223545416,162055.60993300425,10435042.648830395,918000.0000000001,10498215.087096458,10272987.038897393,-1.1175870895385742e-08
36780.0,35.19302718134347,32.31172470439072,1,237.09140925283523,711.2742277585057,303.86054362686934,24.62344940878144,361.3153306098745,18649319.59558664,13986989.69668999,3302960.8408230506,163531.59527613645,10456133.448146775,919500.0000000001,10520497.260590794,10292601.852870641,-9.313225746154785e-09
36840.0,35.38384214917341,32.33662558039049,1,246.3624833600863,739.0874500802588,307.6768429834682,24.67325116078098,382.1209577253784,18707323.71288629,14030492.784664728,3321305.6858248203,165010.48139584262,10478429.466602296,921000.0000000001,10544176.617444051,10313418.98520645,-1.30385160446167e-08
36900.0,35.587180897374644,32.36306587103908,1,256.1353353804377,768.4060061413131,311.7436179474929,24.726131742078167,404.30402430247926,18767613.734323684,14075710.300742771,3339887.0720943627,166492.44699910487,10502015.51518778,922500.0000000001,10569330.781649293,10335523.068188673,-1.1175870895385742e-08
36960.0,35.802531115523195,32.391141499088945,1,266.3775099457457,799.1325298372371,316.0506223104639,24.78228299817789,427.78825790085483,18830306.223624494,14122729.66771838,3358719.7251212336,167977.6826259306,10526971.975864291,924000.0000000001,10596032.259971207,10358994.293238359,-9.313225746154785e-09
37020.0,36.02933888112888,32.42094273507182,1,277.05507039968353,831.1652111990506,320.5867776225776,24.841885470143637,452.4928767155554,18895509.773365628,14171632.330024231,3377817.7302960893,169466.38999115286,10553374.516511202,925500.0000000001,10624348.209736973,10383908.12652004,-1.4901161193847656e-08
37080.0,36.26701235118209,32.45255389235848,1,288.1328067397419,864.3984202192257,325.3402470236418,24.90510778471696,478.3330907364805,18963324.674318034,14222493.505738536,3397194.4851715937,170958.78128750715,10581293.835299203,927000.0000000001,10654340.239279421,10410335.05401169,-1.30385160446167e-08
37140.0,36.51492563139289,32.48605305889009,1,299.5744476822007,898.723343046602,330.2985126278578,24.972106117780186,505.22062059185095,19033842.635227565,14275381.976420684,3416862.6562633547,172455.07845430326,10610795.435686426,928500.0000000001,10686064.241703011,10438340.357232118,-1.4901161193847656e-08
